book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
640,400,5,3782,302,2,3,2021,130,3
1749,87,10,15945,94,7,19,2016,172,5
2131,396,9,15207,368,7,28,2015,47,2
285,45,7,12511,498,7,27,2009,12,6
455,345,9,9336,241,3,48,2015,66,7
707,444,6,7338,138,8,29,2017,10,6
2438,281,4,12700,108,10,37,2021,44,5
1464,437,2,28169,378,4,49,2005,62,3
1460,355,6,66,624,5,22,2013,76,7
1994,199,10,241,663,6,10,2016,63,1
1394,4,8,29259,157,9,4,2001,192,6
1025,111,8,15542,105,10,40,2011,41,7
2246,252,5,22609,602,10,38,2021,189,6
1824,231,8,29191,472,1,27,2021,92,1
182,132,3,2098,421,10,2,2000,71,6
2819,252,2,13686,270,4,15,2018,90,2
578,45,9,5276,255,9,16,2006,124,7
1445,362,3,17175,628,9,37,2006,43,7
1441,37,1,25454,113,5,46,2008,72,7
1970,190,1,23824,341,3,15,2016,112,4
1299,83,8,921,139,7,34,2018,55,5
1345,229,2,23262,220,9,7,2000,114,6
66,402,8,29919,266,10,17,2011,154,2
2150,293,2,4753,492,2,50,2014,79,7
825,95,7,1563,308,9,12,2003,11,2
639,96,4,9563,426,6,22,2015,110,6
1567,19,1,28826,553,5,34,2005,135,2
2945,335,6,27852,663,2,14,2019,93,2
1352,274,5,8836,602,4,7,2014,80,3
432,405,5,7389,483,7,23,2005,138,2
997,223,6,25984,107,4,3,2006,58,5
1227,443,9,11662,141,6,20,2014,115,5
1918,216,10,19789,77,8,16,2014,24,3
2432,435,9,1199,118,4,35,2009,69,5
2829,176,2,22212,205,3,41,2004,31,7
497,214,7,2715,483,10,29,2021,12,4
982,22,6,19285,138,7,18,2012,191,4
1562,300,10,19916,162,4,27,2017,12,3
2665,65,10,19809,96,6,2,2000,29,5
1689,278,7,19343,538,1,24,2013,107,6
1317,427,5,4353,174,9,35,2002,68,1
2075,57,5,22592,173,7,17,2005,21,1
196,163,8,23245,338,9,43,2016,45,3
1332,350,10,24830,537,4,27,2018,51,2
1932,259,2,13033,394,5,43,2002,111,2
1830,421,6,27823,596,1,15,2007,94,1
520,190,4,17507,569,1,3,2011,116,4
876,392,5,17847,235,2,38,2010,184,7
2696,327,4,10962,386,1,31,2006,65,7
1971,213,4,17809,402,6,50,2009,115,2
1361,316,4,23636,359,2,15,2016,121,5
2884,44,7,16336,647,1,14,2007,83,1
685,268,9,2087,536,5,35,2014,194,7
2635,151,3,25502,215,5,48,2008,166,1
332,226,1,4137,355,3,20,2019,155,7
2694,360,5,11760,633,10,42,2013,152,3
823,91,3,28288,144,5,38,2005,44,6
319,377,6,361,689,7,38,2011,187,2
1998,136,10,14041,586,10,2,2013,116,6
1762,158,1,29714,335,6,37,2021,140,1
1876,273,2,13083,137,8,28,2003,21,4
2477,445,9,19330,466,5,44,2014,17,6
1655,343,10,27085,102,2,25,2021,130,4
1517,159,10,6412,247,2,35,2009,200,2
1932,232,5,29961,249,8,24,2013,182,6
2837,383,10,28335,386,5,8,2014,187,1
2024,352,5,9382,358,2,3,2013,120,2
1109,293,1,2428,433,1,3,2006,83,6
2193,244,3,2385,677,10,22,2003,67,6
1549,3,2,15689,519,2,12,2019,68,3
614,199,10,25198,278,8,22,2007,60,6
463,356,6,14831,589,10,4,2000,117,4
1838,87,10,3883,150,10,39,2010,122,3
1186,271,8,19640,650,6,46,2000,171,3
868,228,6,17318,531,8,7,2006,188,4
1053,14,5,27336,259,9,30,2004,199,5
938,182,3,23037,139,5,26,2012,36,1
2157,353,10,22266,263,4,31,2001,127,6
395,348,8,3895,483,10,34,2010,135,6
2065,450,8,27253,270,9,36,2018,135,4
1211,380,5,9855,680,9,45,2013,42,3
1583,197,10,2543,649,1,31,2013,64,4
1202,151,8,3161,217,7,24,2011,142,2
2617,109,3,17085,221,1,10,2007,99,1
287,381,4,931,195,7,34,2006,108,6
2633,370,1,10950,516,3,18,2010,157,2
2525,362,4,15153,677,8,19,2001,128,4
189,443,5,5710,104,5,43,2007,181,6
2732,223,7,5443,645,8,45,2013,81,1
2969,335,6,25330,396,4,23,2006,53,4
783,85,9,10760,276,8,33,2008,157,7
1483,273,1,12484,597,9,37,2016,62,7
1173,145,6,13284,491,7,23,2003,111,4
590,311,3,1397,360,1,46,2010,36,3
404,265,8,17487,481,7,26,2015,13,4
2002,393,7,14839,344,3,19,2003,71,3
2055,287,3,19257,589,8,46,2000,128,1
980,433,2,5977,225,6,35,2016,115,6
1717,281,4,18489,304,2,6,2017,59,6
1107,171,1,231,387,9,2,2005,183,3
2025,84,3,17479,198,1,48,2013,33,4
684,2,4,7255,308,9,42,2000,150,5
297,177,10,9216,218,2,4,2021,95,4
1466,10,6,29520,327,2,41,2010,148,4
2797,420,9,8296,624,3,30,2009,175,2
1713,305,9,25625,386,7,23,2003,25,2
1184,77,7,12393,463,7,15,2010,163,5
41,63,10,24764,635,7,2,2016,171,4
1653,279,5,28775,371,1,32,2016,94,2
2040,357,6,11191,409,2,30,2004,155,5
2626,307,8,24290,691,5,3,2019,152,6
1840,97,2,13989,531,2,50,2015,70,4
2820,115,5,9056,215,3,17,2008,128,7
217,196,6,29179,698,5,1,2014,84,2
718,96,8,5122,254,3,32,2010,82,2
1089,185,5,17426,639,9,21,2010,61,5
1895,131,3,8022,441,10,22,2009,127,5
1642,186,3,23684,644,9,42,2008,189,4
309,347,8,20792,115,3,12,2020,139,3
1582,408,1,25260,125,8,20,2013,169,2
2744,241,7,27818,473,8,46,2020,197,4
2907,326,4,17087,640,9,49,2010,174,7
1375,122,2,12003,660,6,20,2002,122,2
331,446,4,19127,353,10,24,2009,50,4
2962,164,10,28146,304,5,19,2009,14,5
1685,120,9,7558,496,5,5,2019,73,4
2939,23,10,29219,675,6,32,2002,110,4
1543,242,9,29916,161,2,3,2010,12,6
2501,33,5,13896,446,9,22,2019,44,7
464,150,9,8192,533,3,49,2007,96,7
293,42,7,8760,151,3,34,2008,174,4
1897,182,10,13017,550,7,19,2017,63,1
1038,269,6,4028,245,1,25,2015,131,2
1178,190,8,574,567,8,32,2012,74,1
2010,181,7,22054,503,10,3,2011,31,3
1768,160,5,12351,473,10,50,2002,148,2
2029,69,2,25669,116,9,8,2012,142,5
335,404,6,19013,489,2,1,2014,180,3
2964,318,6,1552,431,3,27,2017,149,2
1693,310,1,7798,218,9,39,2020,126,3
2833,129,6,16156,404,2,48,2000,87,3
2515,294,3,12297,448,1,20,2017,152,7
1596,278,9,17880,150,6,37,2011,76,7
670,247,9,15783,426,5,41,2001,17,5
1775,68,10,15272,209,10,1,2001,168,7
2816,31,2,26548,422,2,50,2000,191,3
2779,77,7,11716,618,4,14,2003,63,1
2883,215,4,12390,506,7,14,2013,127,4
2279,171,10,22052,388,8,44,2001,22,2
2242,268,2,8071,312,4,17,2003,117,1
1772,402,4,3570,274,7,43,2015,190,3
427,48,10,6940,363,10,14,2005,199,7
1685,318,10,878,318,7,49,2017,41,2
1320,82,8,17939,671,1,21,2011,87,4
773,348,4,27056,194,9,21,2002,198,7
103,200,6,19737,401,5,22,2007,55,3
1787,266,1,12836,221,6,44,2015,35,5
2372,144,2,21380,628,10,33,2004,157,1
489,7,7,16076,189,10,4,2014,89,3
26,191,3,9011,484,2,18,2012,118,5
100,266,8,25178,600,8,8,2000,179,6
1949,345,2,20253,459,6,35,2011,62,5
1490,59,3,24054,618,3,22,2006,125,3
971,405,3,1313,175,7,50,2000,43,2
897,236,8,277,222,4,16,2011,5,4
2177,312,2,24242,525,6,14,2003,77,1
2124,330,5,19363,601,8,10,2004,49,5
298,8,3,25921,227,2,33,2007,40,3
1539,230,9,24814,642,8,14,2010,163,7
1886,181,4,24978,152,10,44,2019,158,6
1462,439,3,3336,276,8,29,2021,37,4
790,68,4,25565,421,4,23,2012,33,2
1615,208,3,9349,590,9,42,2008,5,1
2230,4,8,406,387,8,28,2002,49,1
551,281,6,19565,325,1,14,2009,85,7
2539,90,3,24675,332,5,27,2020,167,4
2032,262,7,3500,318,10,20,2000,93,7
1057,298,7,24985,584,7,19,2021,64,7
1409,20,5,15454,649,9,47,2009,118,4
1752,10,1,1655,80,7,46,2006,93,2
622,235,3,10275,364,5,41,2005,56,5
796,240,7,14889,152,7,41,2003,180,1
1638,173,1,1930,244,3,31,2006,39,4
1842,408,7,26536,218,4,21,2011,95,2
931,395,6,18881,392,7,4,2000,113,2
338,302,3,28674,581,5,32,2020,87,5
2256,395,1,13924,518,2,14,2002,159,6
1017,420,3,16322,595,6,39,2013,21,5
1418,373,2,17238,601,10,20,2014,181,6
2261,11,10,5326,400,1,23,2006,187,3
1385,38,7,11509,105,9,19,2015,181,5
2725,217,4,4505,559,7,26,2018,173,7
148,185,6,9249,579,4,48,2000,30,6
2305,387,6,2988,404,8,37,2011,88,7
1081,226,6,24738,541,6,30,2002,149,5
2679,259,10,20351,631,2,47,2002,65,6
2621,184,5,20596,327,1,38,2020,149,4
2956,393,10,1169,393,4,13,2010,105,7
494,358,7,13173,144,9,32,2001,116,4
2183,445,10,11311,529,1,38,2018,29,2
1601,4,3,27578,627,9,16,2009,125,3
2555,248,4,21143,433,5,37,2013,147,1
1789,290,7,20272,191,3,7,2002,177,5
1655,345,4,29363,463,2,25,2002,92,5
719,81,2,2501,614,9,19,2013,104,6
2871,311,3,29036,344,2,21,2006,115,5
1998,347,4,3863,303,4,20,2002,5,7
1338,68,7,18096,329,1,31,2012,57,3
1491,369,6,26789,190,7,7,2011,69,3
742,223,1,29818,601,9,20,2014,48,5
7,387,7,2971,211,8,26,2015,48,3
1031,6,4,314,578,8,48,2018,87,4
1551,92,3,8091,356,7,38,2007,128,2
2221,401,5,15829,556,4,30,2005,86,7
2753,401,6,12826,294,1,4,2003,94,3
73,60,3,17810,214,3,5,2019,167,2
521,408,1,28455,612,4,38,2008,56,3
2618,225,4,22088,153,3,19,2000,189,2
629,15,9,16780,625,5,7,2009,29,6
1175,365,5,3136,591,7,4,2004,8,7
2566,415,6,9711,323,4,28,2018,177,1
2322,362,5,18717,252,10,21,2000,97,2
620,158,1,5565,528,2,42,2012,120,7
2465,380,6,11313,241,1,49,2012,144,1
2980,432,6,20968,188,6,1,2005,84,2
2267,173,9,6343,621,7,9,2015,9,6
2099,8,2,7825,334,1,21,2011,10,4
1734,19,3,3311,398,3,21,2020,65,6
1948,22,2,13168,384,10,12,2008,103,6
1146,63,6,24889,654,4,37,2013,149,1
292,162,3,616,443,5,20,2016,15,4
1079,358,1,29096,480,2,42,2006,161,2
137,51,8,22132,147,7,15,2019,137,3
1813,407,3,20506,631,7,15,2002,190,1
2298,349,7,6064,418,10,35,2012,191,6
883,71,6,5214,192,4,40,2004,141,4
366,14,1,5168,81,2,24,2010,66,6
1777,229,4,4280,492,9,9,2007,197,4
1262,306,4,3762,226,4,34,2009,140,3
760,148,3,9968,591,3,7,2010,169,6
1225,292,4,17199,625,6,1,2013,132,5
1446,28,7,24529,390,6,14,2005,12,3
1819,61,9,3325,334,9,5,2009,67,5
772,20,6,3432,242,10,12,2003,100,5
2959,420,4,8221,513,7,10,2021,174,1
2682,439,6,27781,664,8,45,2019,132,7
1510,391,2,25796,137,9,38,2004,58,6
60,8,2,1844,355,7,15,2017,95,1
1885,137,7,947,439,8,49,2011,100,6
748,2,5,24643,267,1,19,2010,119,4
844,143,8,29763,104,2,24,2010,137,4
1536,144,5,14241,366,10,37,2003,62,6
1833,324,6,18864,355,8,45,2017,170,5
1700,432,8,9781,554,2,19,2011,15,6
689,40,7,23465,534,6,5,2014,46,1
2995,294,9,21559,493,10,44,2000,150,5
1380,228,10,22260,120,3,42,2007,120,2
1918,350,10,29359,699,4,50,2010,188,1
2234,81,5,10855,220,4,1,2010,182,4
474,414,4,6542,534,6,13,2009,101,2
2872,121,4,25591,328,3,12,2003,23,4
2874,247,7,26591,200,3,19,2019,87,4
1191,4,1,16117,406,9,32,2006,87,6
649,259,10,23267,553,7,45,2017,82,4
1217,310,10,26875,615,5,41,2007,147,7
534,187,1,3469,688,8,21,2020,14,5
1864,441,1,2867,76,9,24,2021,6,4
2518,365,2,6204,393,10,45,2003,76,2
710,380,9,2566,373,4,45,2002,175,5
2051,155,9,4481,552,3,2,2007,139,6
1604,314,1,22345,314,6,29,2004,15,7
1336,62,3,25054,677,3,18,2004,60,7
900,15,10,18286,603,2,1,2006,138,2
2080,139,1,11335,326,5,5,2003,49,6
67,203,2,3286,556,10,16,2013,74,1
1624,277,10,20347,325,9,8,2014,43,3
321,334,3,10678,324,2,39,2020,58,1
1658,280,3,25123,219,3,18,2003,99,2
2604,380,2,6300,563,6,19,2009,126,6
544,368,8,21502,341,3,2,2012,60,5
173,272,2,22270,560,7,4,2016,72,5
2667,111,5,2170,392,5,18,2021,177,7
1318,59,3,9749,589,8,38,2013,114,7
2991,116,7,4994,501,1,7,2020,10,6
1688,26,2,10985,233,6,4,2016,131,7
2008,85,9,10398,484,5,5,2005,56,4
2682,379,6,14382,181,8,34,2020,136,7
2216,271,7,17024,183,2,25,2010,160,7
2738,423,10,20434,244,6,39,2003,101,5
1056,282,7,12650,312,7,40,2014,43,7
761,389,9,22423,501,9,12,2020,86,3
622,169,5,13260,545,7,17,2001,4,4
568,232,1,503,440,3,16,2007,47,3
1953,36,1,13396,599,1,28,2009,43,4
2699,63,4,24242,222,6,43,2009,174,2
1796,441,3,20707,136,8,37,2018,159,3
2504,243,2,22947,359,2,23,2009,6,6
405,270,7,12532,104,6,7,2004,22,5
1028,5,3,4939,427,9,39,2006,195,3
1725,160,2,6661,676,6,31,2001,143,4
797,279,5,18745,318,4,35,2013,125,5
2598,272,7,3882,325,8,9,2002,70,2
674,223,7,25610,125,3,37,2020,130,5
1672,421,8,15035,234,4,50,2020,33,7
956,386,10,19033,297,8,7,2001,119,4
922,323,8,27175,540,2,10,2005,181,4
1681,12,7,24353,123,10,1,2001,127,6
848,417,7,15758,427,8,33,2012,149,5
170,198,4,7089,676,8,37,2015,31,6
1707,411,3,2436,341,8,1,2018,58,4
1462,9,9,5380,254,3,6,2000,107,5
2212,319,2,13731,365,8,30,2006,44,5
2657,390,9,15770,518,6,24,2001,6,3
885,317,7,27478,83,1,50,2003,123,3
2283,182,7,2902,612,1,18,2009,170,3
2436,449,6,27986,610,8,24,2021,30,4
1050,157,10,11802,112,3,22,2018,131,7
1181,238,4,17947,601,10,1,2019,161,7
1344,447,6,15271,590,1,8,2001,86,4
2369,89,3,16220,314,6,14,2013,187,3
508,2,2,14356,568,10,37,2017,90,5
770,306,1,21232,373,2,36,2018,110,1
2894,282,4,1549,440,7,16,2003,168,6
1335,333,5,12993,128,1,28,2007,33,5
1986,391,2,9942,124,3,25,2019,18,6
1153,68,6,562,643,7,31,2003,15,3
2456,236,2,1186,688,1,29,2020,92,4
1986,259,4,28852,197,6,5,2012,51,6
138,339,8,12584,457,9,46,2004,187,3
2311,285,6,25958,262,3,3,2005,33,6
1708,190,10,26474,540,10,20,2005,191,1
1690,394,10,25312,290,10,45,2007,71,6
2612,369,7,10324,188,6,8,2021,115,5
363,253,1,13464,394,10,39,2000,51,2
1630,444,7,11982,675,9,3,2016,178,2
2987,304,10,241,499,1,24,2019,36,3
589,108,7,16181,110,5,42,2009,161,5
1386,59,4,8680,184,3,38,2000,74,6
2298,177,9,7890,636,3,30,2004,96,3
1341,30,3,21146,249,8,43,2000,47,7
493,237,10,23622,586,9,37,2016,25,1
1140,358,9,7093,617,2,21,2013,174,1
1896,411,5,29341,186,7,2,2000,3,4
2925,255,10,16656,78,9,30,2020,87,7
750,288,7,3686,397,6,5,2016,7,4
2891,332,8,9571,563,4,7,2009,80,6
1205,209,9,20288,595,8,2,2013,150,5
737,208,4,26504,527,4,45,2003,123,2
1475,78,9,5944,482,10,43,2000,148,4
1776,449,4,27257,387,7,43,2002,20,3
2223,438,8,1476,276,6,2,2009,81,5
4,448,7,28534,611,6,31,2017,179,1
2929,74,5,947,82,9,42,2011,91,3
2736,214,2,8106,233,9,49,2005,192,1
2996,31,8,3250,139,1,49,2021,107,6
784,400,6,9850,482,4,43,2014,111,4
1342,253,8,5599,645,2,11,2020,41,6
1122,185,9,10896,511,9,6,2017,85,1
1689,265,5,4680,380,5,36,2018,39,2
491,335,6,434,697,10,30,2014,72,3
1723,158,7,12241,369,9,19,2015,17,2
2553,141,1,18038,122,1,21,2014,125,2
439,149,5,24344,588,3,39,2020,71,3
1251,27,8,22907,585,2,4,2001,142,5
286,286,5,2164,522,6,50,2005,73,6
2218,258,10,2195,153,8,35,2015,159,1
1166,385,5,6596,285,7,11,2020,65,3
663,173,8,3725,623,1,26,2013,173,5
2891,10,2,15150,98,4,37,2003,34,4
1621,310,8,3478,534,10,15,2006,47,4
470,293,6,2987,620,3,18,2002,40,4
1943,296,6,15894,109,9,11,2007,8,5
532,418,4,8835,484,4,14,2007,197,7
2163,361,9,26008,497,6,25,2017,132,4
2618,241,8,24794,630,6,31,2006,142,7
1709,317,4,8706,513,7,13,2016,59,3
1058,372,1,9880,363,8,21,2009,96,5
1908,55,1,9138,543,6,31,2008,101,2
779,434,8,8292,554,2,12,2011,96,1
729,369,3,9215,467,7,20,2012,46,2
737,51,5,25283,363,2,21,2011,146,2
562,110,4,13844,305,8,42,2012,116,4
1168,47,3,2963,450,10,11,2004,200,4
394,342,10,7265,492,1,8,2014,133,3
2649,55,5,10150,485,8,19,2005,78,6
121,409,1,4723,587,9,11,2006,127,3
2793,369,4,17546,671,5,31,2008,96,1
433,440,8,6231,199,5,9,2004,107,1
706,242,8,5099,158,5,23,2002,188,6
1584,365,2,12640,681,7,25,2014,121,4
1164,3,7,14716,506,9,46,2014,32,7
663,360,1,8680,672,7,33,2011,175,4
2978,298,4,11766,568,1,27,2001,144,5
2930,352,6,1680,179,2,43,2016,75,4
235,392,5,14205,394,2,6,2009,46,6
2833,423,7,7292,454,5,25,2005,197,7
882,152,4,28468,280,10,31,2012,77,3
774,323,6,15593,682,5,8,2006,198,4
317,340,8,28919,645,9,36,2016,194,5
2267,423,3,23123,653,7,12,2010,19,4
277,349,7,9094,191,4,5,2009,63,4
984,67,3,20384,167,6,48,2018,68,3
1974,409,7,24306,261,5,19,2006,111,7
1131,382,7,13772,471,6,20,2012,109,6
2540,313,4,5814,556,3,2,2002,173,5
2180,98,5,11497,577,8,30,2007,18,2
1272,51,2,25527,185,9,2,2018,143,4
2010,242,10,13344,172,6,19,2005,177,4
769,179,6,20766,528,2,45,2012,48,4
320,196,5,23270,419,6,15,2002,78,1
1823,312,5,24929,662,2,13,2001,175,7
834,266,2,27257,118,8,36,2001,27,4
293,9,6,9214,642,7,6,2003,111,5
155,41,5,11115,281,8,48,2006,84,2
2177,56,6,18301,503,3,3,2002,52,1
790,439,8,10967,387,10,26,2009,185,7
692,172,10,1972,363,3,37,2014,193,5
767,179,7,12497,439,9,30,2001,141,7
2269,95,5,20659,553,2,43,2006,167,6
1986,21,7,7616,365,6,46,2012,25,4
1220,189,7,24625,412,6,45,2008,146,6
1817,46,8,5316,411,4,3,2000,54,2
1218,202,6,14184,363,6,25,2021,41,2
2489,340,10,19591,475,7,12,2004,127,1
189,369,6,12649,348,8,26,2011,149,3
674,51,8,18500,690,1,34,2008,168,2
2727,344,10,12647,222,1,4,2000,101,6
1947,161,8,11582,308,8,50,2015,61,3
1215,374,3,27494,508,6,49,2003,54,3
1631,373,7,28111,116,2,24,2013,197,4
1814,110,6,21541,317,9,50,2010,84,5
1952,133,6,19848,673,5,28,2018,4,2
2159,329,2,25687,604,9,2,2002,179,6
2154,207,1,20136,432,2,42,2003,70,5
1563,82,9,9148,398,4,27,2008,63,7
1582,241,1,22456,508,2,7,2009,174,2
1850,20,4,25847,315,1,31,2014,101,1
2135,364,1,24281,179,7,17,2018,141,7
1279,169,3,27438,105,8,4,2007,173,7
934,418,9,19141,280,8,26,2010,70,7
59,137,9,3622,607,9,46,2001,50,3
2904,147,6,15284,273,6,45,2013,86,2
1295,288,9,19139,368,9,48,2021,168,2
61,362,7,9014,367,3,25,2016,127,7
2995,43,2,17988,108,4,35,2001,44,6
2122,81,6,27584,600,5,23,2005,129,3
1648,162,8,21290,402,3,35,2021,197,7
2977,268,3,8161,178,6,33,2002,33,1
1550,376,9,29026,130,6,25,2012,130,1
964,335,10,28736,245,4,38,2021,50,6
1245,421,5,1463,240,1,2,2016,25,4
2443,146,5,25774,78,7,33,2003,193,6
2360,37,5,24996,581,2,8,2019,99,3
2371,422,3,6945,349,10,39,2004,31,7
1059,148,2,26418,198,1,22,2003,15,1
752,434,8,6094,521,7,10,2019,67,4
1485,362,10,28621,635,6,49,2011,131,3
2536,320,4,19943,663,6,32,2004,39,7
2560,369,4,5324,660,7,18,2008,13,3
2710,108,4,19596,524,7,34,2018,103,7
2710,241,4,7814,698,4,11,2011,57,1
1172,352,3,5081,273,10,41,2004,95,3
823,252,9,5602,615,8,37,2018,160,4
1736,246,10,1603,628,9,36,2003,199,7
1849,16,3,26591,337,8,4,2001,62,3
68,247,10,26439,88,3,39,2006,103,2
1780,149,7,26578,226,8,34,2002,16,1
996,105,4,22876,588,3,49,2003,78,1
593,446,1,19206,638,10,45,2002,37,3
2593,141,2,19437,369,8,12,2015,120,6
44,427,3,464,99,1,18,2018,115,5
444,437,1,29030,259,1,19,2008,84,1
1871,427,1,16393,527,8,32,2010,161,1
2992,175,4,9482,348,7,22,2014,6,4
2283,182,3,23418,567,2,27,2021,155,5
101,392,4,11243,186,1,31,2000,60,5
942,71,6,18746,271,8,44,2011,159,2
1904,384,10,26461,202,4,44,2001,81,2
43,293,7,13435,86,7,30,2003,126,1
984,426,6,8278,355,3,46,2009,10,6
1654,246,5,2860,259,5,14,2007,125,6
307,137,10,13883,354,7,19,2016,30,3
2452,53,6,12556,425,6,12,2011,86,5
2866,133,1,24014,421,4,39,2021,26,7
947,351,10,19064,412,7,48,2000,172,4
1441,246,5,19148,236,8,36,2013,32,5
1721,176,1,20333,222,1,38,2013,134,2
2519,320,1,28381,441,5,35,2001,139,6
2496,245,6,26251,255,4,43,2005,22,7
1475,381,1,26917,276,2,33,2003,115,2
587,201,5,7104,609,5,48,2008,184,4
2382,74,6,19231,660,10,8,2003,22,5
2993,320,5,29611,479,6,33,2009,199,3
1233,32,2,20362,345,7,29,2005,16,1
368,411,2,29636,550,1,34,2005,89,6
1210,336,1,11886,103,6,15,2011,18,3
2002,287,9,4843,218,10,24,2016,65,3
301,87,10,12675,594,4,10,2021,92,1
1751,401,10,2455,154,5,42,2009,199,6
1911,233,1,29886,646,1,33,2020,31,3
1017,118,4,43,500,1,47,2010,74,5
810,46,7,13483,441,7,9,2011,86,1
2279,281,6,21691,183,8,33,2003,122,1
647,208,7,13839,646,6,31,2001,190,7
561,280,10,19469,627,5,3,2020,44,5
2569,44,3,10745,289,5,33,2016,69,6
1664,229,6,17839,349,10,48,2003,161,3
1362,97,5,11686,496,10,28,2020,148,7
2316,367,6,15756,406,6,4,2007,15,7
2514,436,9,22648,477,8,10,2003,103,1
732,443,2,25485,488,5,34,2003,159,7
639,308,1,6916,95,10,31,2001,132,3
2597,361,3,20776,234,5,48,2000,47,4
406,251,2,13634,587,6,21,2002,105,3
566,136,3,17798,436,10,3,2017,170,5
1423,15,2,6987,543,3,48,2009,163,5
1267,348,4,28308,239,6,4,2016,18,4
201,430,9,4372,104,8,30,2020,158,7
2003,110,3,15609,467,3,7,2009,15,5
745,211,7,25451,125,2,46,2004,131,1
1161,403,6,15213,135,3,40,2015,90,4
331,283,7,16807,253,8,30,2010,112,7
2177,201,3,16190,533,3,45,2010,95,1
2668,72,6,1609,673,5,37,2015,148,5
812,290,5,13936,174,7,36,2010,80,1
2240,413,7,11139,599,1,41,2004,160,5
2089,47,4,24714,536,8,1,2000,89,7
1868,58,6,14359,88,8,10,2001,38,1
2045,214,2,9647,320,8,36,2020,107,1
1129,314,1,7610,400,2,30,2016,10,2
1403,211,6,5890,443,7,42,2009,88,2
1930,136,5,9592,195,6,35,2000,143,1
2415,267,3,13744,198,8,7,2009,171,5
108,151,3,14955,587,9,40,2004,36,7
665,148,1,15120,216,4,38,2019,155,2
1410,364,7,23872,468,4,4,2020,23,3
2142,270,6,7422,171,2,3,2010,119,6
2549,387,7,6696,281,2,49,2004,57,7
193,397,3,19702,436,3,28,2013,19,4
538,303,9,25893,301,9,43,2016,151,1
1723,134,2,11421,383,9,34,2006,126,4
2426,250,7,16835,340,4,10,2000,134,2
2906,165,9,23295,480,9,49,2007,101,5
2172,366,8,4957,322,4,37,2003,83,6
1261,288,3,20359,153,6,23,2002,50,6
2396,377,4,467,384,2,6,2004,87,6
833,212,2,15969,93,8,18,2001,12,1
2381,206,3,228,670,6,19,2014,102,6
564,314,5,26173,492,3,6,2014,80,4
2332,205,4,25288,318,9,10,2013,24,4
2332,54,10,11521,536,10,36,2013,4,3
1670,212,3,15805,508,8,9,2018,7,6
1191,286,8,27961,187,7,40,2005,179,4
2279,69,9,13727,368,8,46,2004,148,1
1473,448,8,6835,543,9,15,2009,28,1
2655,370,10,5817,82,5,35,2002,4,2
1053,144,4,9028,304,3,44,2018,109,4
800,46,2,20419,129,8,50,2019,122,5
138,109,7,21094,591,8,11,2009,2,5
428,42,8,15662,436,8,1,2021,161,4
1042,8,8,6220,318,10,40,2012,98,3
2147,44,9,22671,621,6,42,2016,113,1
2951,117,8,19259,449,6,34,2005,155,6
69,203,7,15853,166,3,37,2015,117,1
247,230,3,10585,76,5,36,2007,12,3
1461,359,9,28124,521,10,43,2003,191,7
751,319,5,9352,283,8,4,2010,168,7
2085,323,6,5307,93,2,31,2011,56,6
573,71,6,5153,517,1,35,2001,181,5
149,248,1,128,464,7,12,2001,50,4
2585,272,1,21360,256,10,6,2018,106,3
535,84,9,18838,284,1,49,2014,161,3
1430,411,8,22970,325,2,22,2010,162,7
632,380,2,27163,633,3,33,2012,64,3
1823,146,6,13860,449,5,10,2005,28,1
1983,197,6,17218,225,7,5,2002,162,6
260,292,9,1447,414,10,13,2017,163,4
2131,368,8,27167,170,5,22,2002,104,1
52,294,9,9294,657,9,4,2015,140,4
1074,166,3,15778,367,2,41,2004,86,3
423,305,5,19524,455,4,31,2013,123,1
2915,161,8,27074,571,7,11,2012,168,2
2884,319,6,18487,438,6,13,2004,75,5
1345,35,6,5979,599,8,15,2014,68,1
2116,272,4,17658,518,8,23,2012,180,6
2598,57,7,26927,449,5,36,2013,22,5
49,409,10,17144,308,4,22,2004,39,7
807,437,2,26550,206,3,36,2003,24,1
1901,97,5,5556,387,2,29,2000,155,7
2851,182,8,25213,489,1,29,2014,186,1
1307,227,7,1991,655,6,5,2003,52,1
2220,131,3,17963,270,7,36,2010,124,7
788,276,1,27163,371,5,24,2020,10,5
1911,127,10,7606,436,4,28,2011,186,4
1912,120,2,7465,235,8,31,2003,124,6
1912,333,1,11668,337,1,6,2010,24,6
407,185,10,27304,353,7,1,2017,49,1
2635,372,8,25725,154,2,16,2011,143,1
243,356,2,11094,415,1,4,2012,167,4
440,40,3,1357,97,9,12,2001,118,1
2497,418,3,320,121,9,26,2021,108,6
352,267,10,15921,565,2,24,2004,194,6
2072,13,9,1709,356,4,35,2021,180,2
2367,417,9,22108,681,6,44,2004,63,5
1525,186,3,4659,338,3,16,2011,180,3
475,90,6,18771,436,9,40,2015,185,7
852,121,3,1569,495,4,31,2010,17,2
2353,336,3,27237,401,5,32,2014,72,7
783,284,4,25332,326,4,25,2010,23,6
848,402,6,22560,579,3,35,2003,116,3
2648,349,8,682,540,3,14,2014,71,2
338,52,8,20490,433,9,27,2006,24,3
2771,300,1,16997,177,8,1,2021,120,5
2826,410,3,24259,207,8,37,2012,46,1
294,386,8,15651,474,2,17,2015,166,2
222,307,6,18587,216,2,35,2006,200,5
